Cid,title,hits,time,cluster
1,2020년도 1학기(전반기) 학생예비군 전입신고 안내,6301,2020-02-19,450
1,(수정)데이터분석팀 일반연구원 채용,2528,2020-02-19,257
1,국민입법참여 프로젝트 국민법제관 모집 안내,2047,2020-02-18,266
1,[학생증] 2020학년도 대학원 신(편)입생 학생증 발급안내,286,2020-02-17,344
1,[불교한문아카데미] 2020년 1학기 기본과정 및 심화과정 모집,3454,2020-02-17,313
1,해외여행 시 코로나바이러스감염증-19 예방수칙,435,2020-02-17,484
1,[학생증] 2020학년도 학부 및 일반대학원 신(편)입생 학생증 발급안내,12368,2020-02-17,344
1,※2020년 2월 사이버보안진단의 날 시행 안내※,2439,2020-02-17,16
1,신종 CV감염증 관련 여행최소화 권고 및 유의사항 안내,79,2020-02-17,25
1,[학생증] 2019학년도 학부 및 일반대학원 신(편)입생 학생증 발급 안내,728,2020-02-14,344
1,생활발명코리아 아이디어 제안 안내,2292,2020-02-14,466
1,2020 여성발명창의교실 교육 프로그램 안내,2449,2020-02-14,56
1,'2020 여성발명창의교실' 모집 안내,83,2020-02-14,56
1,2019년도 연말정산 결과 및 원천징수영수증 발급 안내,5774,2020-02-14,261
1,2020 창업동아리 1차모집 선정결과 발표,3502,2020-02-13,417
1,서울청년정책네트워크 2020 멤버 모집 안내,2320,2020-02-13,199
1,[사범대학 가정교육과] 정주원교수님 연구조교(조교)모집,2791,2020-02-12,231
1,[사범대학 가정교육과] 전미경교수님 연구조교(조교)모집,2543,2020-02-12,231
1,[사범대학 가정교육과] 이심열교수님 연구조교(조교)모집,2430,2020-02-12,12
1,[사범대학 가정교육과] 신혜원교수님 연구조교(조교)모집,2588,2020-02-12,231
1,★코로나바이러스감염증-19 관련 Q&A★,2868,2020-02-11,484
1,BMC 신종 코로나 바이러스 감염증 예방 방역 시행 일정 안내,4541,2020-02-11,412
1,★ 야간건물통제 및 방역 안내 ★,5368,2020-02-10,25
1,2020년 국제회의행사참가단 아세안 청소년 회의 (ASEAN Youth Dialogue) 참가자 모집 안내,2445,2020-02-10,354
1,2020년 국제회의행사참가단 (UN 청소년 총회 및 ECOSOC 청소년 포럼) 참가자 모집 안내,2188,2020-02-10,354
1,2020 동국대학교 창업동아리 1차 모집 서류평가 합격자 발표,3034,2020-02-10,390
1,2020 청년모의 NPT 회의 안내,1917,2020-02-10,240
1,경영대학.경영전문대학원 교학팀 학과전담직원(계약직) 채용 공고,2745,2020-02-07,446
1,(동국대) K-MOOC 수강신청 관련,3954,2020-02-07,307
1,2020 서울 도시건축정책 연구 공모,2026,2020-02-07,199
1,[취업센터] 커리어웹진 job談 2020년 2월호,3548,2020-02-07,133
1,[입학사정관실] 2020-1학기 국가근로장학생 모집,3648,2020-02-07,406
1,프로젝트 '붕어밥' 공연 안내,2186,2020-02-07,413
1,장애인식개선캠페인 '전지적 장:애 시점' 영상콘텐츠 공모전 안내,1803,2020-02-07,477
1,국민체육진흥공단 제12기 청소년운영위원회 모집,1820,2020-02-06,150
1,관악구 멘토링 참여 동아리 모집,1830,2020-02-06,377
1,인천 미디어 크리에이터 모집공고,1797,2020-02-06,58
1,[학습법워크숍] 취업영어 워크숍 (취소),2822,2020-02-06,356
1,[학습법워크숍] 엑셀 활용 집중 워크숍 2차 (취소),3073,2020-02-06,356
1,미래에셋생명 FS과정 1기 모집 안내,2093,2020-02-06,399
1,2020학년도 1학기 연구등록(B) 일정 안내,4873,2020-02-04,83
1,★코로나바이러스감염증-19 관련 현황 조사★,12914,2020-02-03,484
1,[불교한문아카데미] 2020년 1학기 기본과정 및 심화과정 모집,4133,2020-02-02,313
1,2020 동국대학교 프로젝트(공모형) 창업동아리 모집 공고,4544,2020-01-31,377
1,[학습법워크숍] 엑셀 활용 집중 워크숍(취소),7756,2020-01-31,356
1,★코로나바이러스감염증-19 예방행동수칙 안내★,6510,2020-01-31,484
1,한국관광공사 트래블리더 12기 모집,2823,2020-01-30,260
1,국방부 온라인 서포터즈 M-프렌즈 5기 모집,2663,2020-01-30,418
1,[창업원] d. 실전창업전투강좌 도전 과정 수강생 모집,3598,2020-01-30,438
1,[교수학습개발센터] 강의자료 제작을 위한 파워포인트 워크숍 시리즈 신청 안내,2701,2020-01-29,414
1,[회계학과] 조성한 교수님 교육 및 연구업무 보조 근로장학생(조교) 모집,517,2020-01-28,157
1,[회계학과] 김진선 교수님 교육 및 연구업무 보조 근로장학생(조교) 모집,2506,2020-01-28,157
1,[회계학과] 이상철교수님 교육 및 연구업무 보조 근로장학생(조교) 모집,2464,2020-01-28,157
1,[중요] 감염병 위기경보 단계 격상(경계) 발령 알림,6490,2020-01-28,25
1,국가 감염병 위기경보 단계 격상 발령 알림(주의단계),5672,2020-01-23,25
1,2020 제48회 신라문화제 콘텐츠 공모전 안내,2409,2020-01-23,477
1,2019학년도 2학기 교육수요자 만족도 조사 경품 당첨자 발표,3664,2020-01-22,140
1,[일반연구원모집]데이터분석 연구원,2061,2020-01-22,257
1,[전산원] 동계방학 오피스 및 디자인 자격과정 특강(2차) 안내,3364,2020-01-21,175
1,[고시반] 2020학년도 1학기 고시반 입반신청 추가접수 공고,4163,2020-01-21,138
1,2019년 겨울방학 집중휴가제 시행에 따른 안내,4906,2020-01-21,350
1,2020학년도 봄 학위수여식 안내,3865,2020-01-20,214
1,[LINC+] 5G 기반의 ICT융합 서비스 아이디어 경진대회 참가 지원,4054,2020-01-20,478
1,[LINC+] 자율협력주행을 위한 C-V2X 통신기술 특강,2570,2020-01-20,25
1,중앙선거관리위원회 깨알 영상 공모전,2465,2020-01-20,436
1,한국핀테크지원센터 대학생 기자단 모집 안내,2088,2020-01-17,296
1,[취업센터] 스티브잡스 아카데미 10기 모집안내,2720,2020-01-17,155
1,2020년 1월 교육방송 eduTV '대한민국 교육을 세우다' 방송 안내,2118,2020-01-17,25
1,test,105,2020-01-17,70
1,[취업센터] 커리어웹진 job談 2020년 1월호,2533,2020-01-16,133
1,[카운슬링센터] 내부공사로 인한 임시공간 안내,3773,2020-01-16,25
1,경영학과 이병철 교수님 교육 및 연구업무 보조 근로 장학생(조교) 모집,2890,2020-01-15,465
1,제11기 수도권대기환경청 블로그 기자단 모집,2255,2020-01-15,415
1,[사범대학 교학팀] 평생교육사 2급 자격증 신규 발급 신청 안내,4076,2020-01-14,128
1,훈남훈녀 온라인 기자단 신규모집,2696,2020-01-14,296
1,[취업센터] 대기업 직무적성검사 집중교육 안내,2866,2020-01-14,314
1,[취업센터] 2020년 지역인재 7급 수습직원 선발시험 교내 추천자 선발 공고,3740,2020-01-14,236
1,BEST 코칭 프로그램 우수 참여자 발표 및 시상식 안내,2560,2020-01-14,112
1,[동국대전산원] 주말 학사과정(부동산학) 신입생 모집- 4차산업 시대의 미래형 전문가 양성,3835,2020-01-14,262
1,[사범대학 교학팀] 국가근로장학생 선발 안내,3058,2020-01-14,446
1,이공계 대학원생을 위한 영어 논문 작성법 특강 참여학생 모집,3712,2020-01-13,216
1,이공계 대학원생을 위한 영어 논문 작성법 특강,133,2020-01-13,216
1,“실담(悉曇)자와 한국문화” 불교학술원 특강,2529,2020-01-13,349
1,[전산원] 동계방학 오피스 및 디자인 자격과정 특강(2차) 안내,1459,2020-01-13,175
1,2019년 (종)근무지 근로소득 원천징수영수증 발급 안내,5639,2020-01-13,261
1,[입학사정관실] 2020학년도 신입생 대상 사전교육 프로그램 수강료 지원(환급) 안내,4650,2020-01-09,224
1,※2020년 1월 사이버보안진단의 날 시행 안내※,3566,2020-01-07,16
1,[취업센터] 스티브잡스 아카데미 10기 모집,143,2020-01-06,155
1,미래사회 능동적 대비를 위한 동국의 발전(안) 제안,5307,2020-01-06,420
1,기본소득 대학생 대토론회 참가자 공모 안내,2583,2020-01-03,182
1,[아르바이트 모집] IPP사업단 단기 아르바이트 모집,5169,2020-01-03,115
1,[창업보육센터] 신규 입주기업 모집 공고(2020년 1차),2961,2020-01-02,1
1,2020-1학기 한국장학재단 연합기숙사 모집 안내,3233,2020-01-02,268
1,[전산원] 「2020 동국 커피바리스타 스쿨」1월 과정 모집,4160,2020-01-02,19
1,GS칼텍스 <취준 동고동락> 4기 참가자 모집,3932,2020-01-02,25
1,[고시반] 2020-1 공인회계사반 장학생 선발 및 입반시험 공고,5741,2019-12-27,221
1,[고시반] 2020학년도 1학기 고시반 입반신청 공고,6126,2019-12-27,138
1,2019 동국대학교 인권실태조사,2853,2019-12-26,462
1,동국대 불교학술원 기초한문 무료강좌 공개 모집,3750,2019-12-26,499
1,2020년 월드프렌즈 NGO봉사단원 모집 안내,2824,2019-12-26,336
1,[취업센터] [BMC캠퍼스] 심층 취업상담 및 자기소개서 클리닉 안내,2613,2019-12-26,314
1,[전산원] 동계방학 오피스 및 디자인 자격과정 특강 안내,4883,2019-12-24,175
1,[전산원] 「2020 동국 커피바리스타 스쿨」1월 과정 모집,1366,2019-12-24,19
1,[교수학습개발센터] 액티브러닝 워크숍 시리즈 신청 안내,3169,2019-12-24,414
1,경영학과 이병철 교수님 교육 및 연구업무 보조 근로 장학생(조교) 모집,3026,2019-12-24,465
1,국제교류센터 교내 근로장학생 모집,3098,2019-12-23,362
1,"[기획예산실] 예산절감, 행정서비스 혁신을 위한 아이디어 공모전 결과 발표",2905,2019-12-23,247
1,[역량개발센터] 핵심역량경진대회 1차 심사 결과 안내,3723,2019-12-23,124
1,[취업센터] 2020년 지역인재 7급 수습직원 선발시험 교내 추천자 선발 공고,4560,2019-12-23,236
1,[동국튜터링] 우수활동 튜티 선정 및 시상식 안내,4007,2019-12-19,148
1,[참사람봉사단] 2020년 겨울방학 서울동행 봉사자 모집,2829,2019-12-19,79
1,농식품분야 해외인턴십(OASIS) 2020년 상반기 인턴 모집,3638,2019-12-19,339
1,2019-겨울학기 운동장 사용신청 안내,2374,2019-12-18,147
1,[LINC+] 2020 상상산업 콘텐츠 전문 프로듀서 양성과정 교육생 모집,3548,2019-12-18,139
1,서울 라이트 빛축제 안내,2555,2019-12-18,180
1,[재무팀] 2019년 연말정산 센터 근로장학생 모집,4326,2019-12-17,48
1,2019년 2학기 동국대 교육 수요자 만족도 조사,3897,2019-12-17,140
1,[산학협력단_서울캠퍼스] 2019학년도 동계방학 교외 국가근로장학생 모집,2830,2019-12-17,46
1,[전산원] 「2020 동국 커피바리스타 스쿨」1월 과정 모집,1289,2019-12-17,19
1,동국대 재학생 대상 나도!유투버 교육 참가신청,3601,2019-12-17,224
1,※2019년 12월 사이버보안진단의 날 시행 안내※,2257,2019-12-16,16
1,2020 청백리포터 모집 안내,2291,2019-12-16,121
1,[창업원] 2019동국창업장학금 접수안내,3219,2019-12-13,438
1,[취업센터] PSAT 단권화 입문 특강 안내,2956,2019-12-13,472
1,2019-겨울 소프트웨어 집중교육(SW_Bootcamp) 실시,3204,2019-12-13,25
1,[전산원] 「2020 동국 커피바리스타 스쿨」1월 과정 모집,638,2019-12-13,19
1,[전산원] 동계방학 오피스 및 디자인 자격과정 특강 안내,2064,2019-12-13,175
1,[산학협력단_고양캠퍼스] 2019학년도 동계방학 교외 국가근로장학생 모집,2333,2019-12-13,46
1,[협동학습] 동국 튜터링 및 DoDream 학습동아리 우수활동팀 발표,4210,2019-12-13,99
1,[협동학습] 동국 튜터링 및 DoDream 학습동아리 최종이수팀 발표,3935,2019-12-13,99
1,국제어학원 글로벌버디(B) 신청 안내,2841,2019-12-13,248
1,[입학사정관실] 2020년 동국대학교 Dream Major(전공체험) 멘토 모집,3864,2019-12-12,406
1,[중앙도서관]과학독서 아카데미 12월:종의 기원,2255,2019-12-12,306
1,[참사람봉사단] 2020-1학기 역량제고장학에 따른 봉사시간 제출안내,2547,2019-12-11,91
1,동국 CF 공모전 수상작 발표,4181,2019-12-11,420
1,"KOTRA 사회적가치,혁신 아이디어 공모전 안내",1888,2019-12-11,7
1,[일반대학원] 교내 근로장학생 모집 안내,2327,2019-12-11,446
1,[창업보육센터] 신규 입주기업 모집 공고(~12/15),1908,2019-12-11,1
1,[청년기업가센터] 「iOS App 개발자 양성과정」 교육생 모집,1830,2019-12-10,262
1,[미래융합교육원 행정팀] 교내 근로장학생 선발 안내,2008,2019-12-10,89
1,[참사람봉사단] 2019 겨울계절학기 사회봉사교과목 추가 수강신청 및 정정 안내,1909,2019-12-10,397
1,[일본학연구소・중앙도서관] 제 3회 시민인문강좌 개최안내,1440,2019-12-10,306
1,다르마 글쓰기 아카데미 무료 개최,1926,2019-12-09,155
1,[전산원] 「2020 동국 커피바리스타 스쿨」1월 과정 모집,761,2019-12-09,19
1,[전산원] 동계방학 오피스 및 디자인 자격과정 특강 안내,953,2019-12-09,175
1,동국대 K-MOOC 오프라인 특강,2031,2019-12-09,25
1,동국 튜터링 우수활동 튜티 선발,3514,2019-12-09,148
1,한국장학재단 연합기숙사 2019-겨울 수시모집 안내,2381,2019-12-06,268
1,[마감]통계 비전공자를 위한 데이터 사이언스 특강 안내,3464,2019-12-04,23
1,[입학사정관실] 겨울방학 국가근로 장학생 선발 안내,4724,2019-12-04,406
1,[취업센터] 취업성공후기집 원고작성자 모집,3240,2019-12-03,360
1,[청년기업가센터] 배달의민족 브랜딩 특강,3445,2019-12-03,240
1,[비즈마루열람실] 교내 근로장학생 모집 안내,4316,2019-12-03,89
1,[동국참사람봉사단] 2019 이웃을 위한 동지나눔 봉사자 모집,3030,2019-12-03,312
1,"[창업원] d. 드림창업스쿨 연극 <직업의 창의적 탄생,사회적 기업가>(12/16)",3643,2019-12-02,66
1,[창업원] 2019 d. EW(동국기업가정신주간) 네트워킹 데이(12/19),3667,2019-12-02,25
1,[전산원] 동계방학 오피스 및 디자인 자격과정 특강 안내,2426,2019-12-02,175
1,[전산원] 「2020 동국 커피바리스타 스쿨」1월 과정 모집,1625,2019-12-02,19
1,[일반대학원] 2020년 일반대학원 대표자 선거 일정 및 선거관리위원 모집 공고,3718,2019-12-02,379
1,[청년기업가센터] 3D모델링&프린팅 교육,3117,2019-12-02,240
1,[산학협력단_고양캠퍼스] 2019학년도 동계방학 교외 국가근로장학생 모집,2055,2019-12-02,46
1,[참사람봉사단] 12/2(월) '사랑의 헌혈' 캠페인,1816,2019-12-02,190
1,[역량개발센터] 드림패스 마일리지 장학 안내,4111,2019-11-29,124
1,"[역량개발센터] 재직자 멘토링(런닝맨 PD, 11번가 MD) 멘티 모집(겨울방학)",2789,2019-11-29,124
1,[취업센터] 커리어웹진 job談 2019년 11월호,2639,2019-11-28,133
1,[예술대학]  겨울방학 국가공인자격증 특강,3513,2019-11-28,25
1,2020년 상반기 한국마사회 장학관 입주생 모집 안내,2371,2019-11-28,222
1,2019 강원대학교 공자학원 중국 브이로그 공모전 안내,2128,2019-11-28,459
1,2019 대학생 중국 문화 탐방단 모집 안내,2313,2019-11-28,85
1,[역량개발센터] 워.홀.러의 해외 생활 도전기 특강,2995,2019-11-28,124
1,희망하우징(공공기숙사) 입주자모집,2085,2019-11-28,113
1,'2019 희망 원정단' 참가자 모집,1918,2019-11-28,113
1,[융합교육원] 2020 HI-SW봉사단 서류 합격자 발표,3019,2019-11-27,423
1,[참사람봉사단] 2019 겨울계절학기 사회봉사교과목 수강신청 안내,2444,2019-11-27,397
1,「대학교육 혁신을 위한 인식 및 요구조사」 당첨자 발표,2347,2019-11-27,288
1,[참사람봉사단] 11/27(수) '사랑의 헌혈' 캠페인,1739,2019-11-27,190
1,[전산원] 「2020 동국 커피바리스타 스쿨」1월 과정 모집,1252,2019-11-26,19
1,영어권문화연구소 정기학술대회- 도시사물성과 정동의 윤리Ⅱ,2093,2019-11-26,258
1,소통·공감 홈페이지 이벤트 안내,2948,2019-11-26,151
1,2020학년도 전기 일반대학원 특별전형 진학설명회,2766,2019-11-25,125
1,2020년도 일반대학원 총학생회 선거 공고,3356,2019-11-25,379
1,[카운슬링센터] 유피어스 멘티 모집(최종),2455,2019-11-25,9
1,2019 Energize Dongguk 산학협력 페스티벌 개최 안내,2740,2019-11-25,334
1,[참사람봉사단] 12월 신당데이케어지센터 배식 봉사활동 참가자 모집 안내,2437,2019-11-25,263
1,[참사람봉사단] 12월 역삼노인복지센터 배식 봉사활동 참가자 모집 안내,2317,2019-11-25,35
1,[역량개발센터] 내 마음을 읽는 심리학 커뮤니케이션 특강,2504,2019-11-25,124
1,엑셀 완전 정복 특강,510,2019-11-25,356
1,[취업센터] 기업직무분석 워크숍 시행안내,3118,2019-11-22,105
1,2019 글로벌 바이오포럼,2922,2019-11-21,51
1,[정각원]영어 불교강좌 안내(11.26 '도선국사와 풍수지리설'),2160,2019-11-21,25
1,[교수학습개발센터] '인문사회계열 캡스톤디자인 교과운영을 위한 교수법 세미나' 신청 안내,3113,2019-11-21,17
1,[역량개발센터] 아라선배의 기초영어말하기 특강,2533,2019-11-21,124
1,[창업원] d. Corps 대학원생 창업경진대회 참가자 모집(~12/1),2608,2019-11-21,66
1,2019 Energize Dongguk 산학협력 페스티벌,34,2019-11-21,334
1,2020년 대한민국 유네스코 가입 70주년 슬로건 공모전 안내,1994,2019-11-20,7
1,"예산절감, 행정서비스 혁신을 위한 아이디어 공모전 안내",247,2019-11-20,247
1,[융합교육원] 2020 HI-SW봉사단 모집(~11/26까지),2681,2019-11-19,423
1,"대학교육 혁신을 위한 설문: 11.25까지, 100명 추첨 선물증정",2320,2019-11-19,25
1,[카운슬링센터] 유피어스 멘티 추가 모집(최종),2076,2019-11-19,9
1,[예술대학] 2019년 제2회 스포츠문화학과 연무제 개최 안내,2326,2019-11-18,24
1,영어권문화연구소 정기학술대회- 도시사물성과 정동의 윤리Ⅱ,684,2019-11-18,258
1,미국 국무부 주관 2020-2021년 글로벌교환학생 프로그램 안내,2265,2019-11-18,235
1,[정각원] 금주 목요법회 안내_만트라염송 명상(11.21/오후3:20~),1789,2019-11-18,168
1,설화수 설화문화전 전시 안내,1684,2019-11-18,25
1,"예산절감, 행정서비스 혁신을 위한 아이디어 공모 안내",105,2019-11-18,247
1,[참사람봉사단] 용산중학교 전공탐색 멘토링 봉사자 모집,1916,2019-11-18,312
1,[역량개발센터] 연예인들의 스피치 코치와 함께하는 스피치 특강,2155,2019-11-18,124
1,2020년 동국대학교 학생회 선거 일정 안내,3886,2019-11-18,494
1,백련암 소장 불서 조사 완료 기념 학술 세미나 개최: 성철스님의 수행과 공부,2706,2019-11-15,25
1,[역량개발센터] 퍼스널 이미지 브랜딩 특강,2495,2019-11-15,124
1,"[기획예산실] 예산절감, 행정서비스 혁신을 위한 아이디어 공모 안내",3502,2019-11-15,247
1,명상 가상현실(VR) 콘텐츠 시나리오 공모전 안내,3015,2019-11-15,477
1,[취업센터] 원데이면접 시행 안내,2405,2019-11-15,275
1,[역량개발센터] 내 그림으로 만나는 진짜 '나'의 모습은? : 미술치료,2507,2019-11-14,124
1,[역량개발센터 특강] 겨울방학 대비!! 진로지원 프로그램,1355,2019-11-14,124
1,"[정각원] 중국어 불교강좌안내(11.19, '韓中佛敎異同)')",2460,2019-11-13,370
1,IFANS 국제문제회의 2019 전환기 동북아 질서: 새로운 평화체제의 모색 안내,1685,2019-11-13,466
1,2019 동국대학교 메이커톤 참가신청(상금210만),4243,2019-11-13,25
1,[역량개발센터] 11월 특강 라인업,2348,2019-11-13,124
1,동국미래인재장학Ⅱ / 학․석사 연계과정 설명회,2455,2019-11-12,13
1,[역량개발센터] 재직자 멘토링 멘티 모집(2차),2722,2019-11-12,124
1,[고시반] 2020년도 공인회계사 시험설명회 안내,2259,2019-11-11,221
1,[IPP사업단] 법무법인(유)율촌 기업 설명회 개최,2883,2019-11-11,493
1,[일본학연구소・중앙도서관] 제 2회 시민인문강좌 개최안내,1616,2019-11-11,306
1,[청년기업가센터] 「창업지원자금&사업계획서」교육생 모집,1499,2019-11-11,240
1,[정각원] 금주 목요법회 안내_존재관찰 명상(11.14/오후3:20~),1781,2019-11-11,168
1,[카운슬링센터] 유피어스 멘티 모집(4차 추가 모집),1769,2019-11-11,9
1,11월 다르마 글쓰기 특강 (신청 무료),2151,2019-11-11,317
1,[취업센터] 소그룹 실전 모의면접 안내,2188,2019-11-08,275
1,[역량개발센터] 핵심역량 경진대회 안내,5752,2019-11-08,124
1,통계빅데이터센터 맞춤형 교육지원 프로그램 안내,2444,2019-11-08,337
1,2019년 RISS·KOCW 우수활용사례 공모전 안내,1590,2019-11-08,7
1,2019 문화누리카드 대학생 슬로건/영상 공모전 안내,1637,2019-11-08,436
1,[중앙도서관]명사의지식강연:이미도(외화번역가)의 영화로 읽는 창조적 상상력,2120,2019-11-07,306
1,[창업원] (수정사항) 2019년 스타트업 인턴십 신청 안내 및 첨부파일 공지,2360,2019-11-06,455
1,※2019년 11월 사이버보안진단의 날 시행 안내※,1781,2019-11-06,16
1,[전산원] 인적성 교육 전문강사 단기 고급 양성과정 모집안내,1980,2019-11-06,139
1,제2회 기본소득 아이디어 공모전 안내,1573,2019-11-06,7
1,[참사람봉사단] 중·고등학교 전공탐색 멘토링 봉사자 모집,1874,2019-11-06,312
1,[참사람봉사단] 11월 역삼노인복지센터 배식 봉사활동 참가자 모집 안내,1670,2019-11-06,35
1,[참사람봉사단] 11월 신당데이케어지센터 배식 봉사활동 참가자 모집 안내,1542,2019-11-06,263
1,[경찰사법대학] 제1회 동국대학교 CSI 경진대회,2138,2019-11-05,348
1,[교수학습개발센터] '정서·행동적 어려움을 지닌 학생 이해하기' 워크숍 신청 안내,1620,2019-11-05,414
1,[교수학습개발센터] 스마트한 수업자료 제작 워크숍 신청 안내,1561,2019-11-05,414
1,[역량개발센터] 수잔샤키야와 함께하는 일일 비정상 회담 '차이가 차별이 되지않으려면',2552,2019-11-05,124
1,[창업원] 스타트업 채용박람회 안내,2255,2019-11-05,321
1,[카운슬링센터] 유피어스 멘티 모집(4차 추가모집),2028,2019-11-05,9
1,[청년기업가센터] 크라우드펀딩의 첫걸음-와디즈 리워드펀딩 교육 참가자 모집,1691,2019-11-05,240
1,[창업원] 2019년 스타트업 인턴십 신청 안내 및 첨부파일 공지,1852,2019-11-04,66
1,[참사람봉사단] 2019 가을학기 사회봉사교과목 평가회 안내,1415,2019-11-04,397
1,[참사람봉사단] 한국전통문화 배움터 통역 봉사자 모집,1409,2019-11-04,312
1,[정각원] 금주 목요법회 안내_이완과 충전 명상(11.7/오후3:20~),1495,2019-11-04,168
1,불교인문학특강: 석굴암의 긴 여정 - 간다라에서 경주까지,2035,2019-11-01,92
1,[입학] 2020-전기 문화예술대학원 예술치료학과 입학설명회 안내(11.10(일)),1907,2019-11-01,437
1,[BMC창업보육센터] 입주기업 모집 안내,1826,2019-10-31,1
1,제5회 현대차 정몽구 재단 온드림 대학(원)생 학술세미나 안내,1555,2019-10-31,330
1,[융합교육원] 2020 HI-SW봉사단 모집,2615,2019-10-31,423
1,현직자가 들려주는 직무역량 특강(장소변경),1515,2019-10-31,105
1,[역량개발센터] 이동영 작가와 함께하는 글쓰기 특강,2410,2019-10-31,124
1,[역량개발센터] 왕초보를 위한 유튜브 크리에이터스쿨(with문준희 감독),2294,2019-10-31,124
1,[참사람봉사단] 중·고등학교 전공탐색 멘토링 봉사자 모집,1844,2019-10-31,312
1,알키미스트 프로젝트 대국민 아이디어 공모전 안내 포스터,1722,2019-10-31,479
1,[창업원]  2019 스타트업 인턴십 프로그램 참가자 모집,3228,2019-10-30,66
1,[참사람봉사단] 2019 한국장학재단 제20기 동계 대학생 재능봉사(캠프)사업 멘토 모집,2004,2019-10-30,2
1,[참사람봉사단] 2019년 동계 해외봉사단 최종합격자 안내,2176,2019-10-30,230
1,제9회 부산 MICE 콘텐츠 공모전 안내,1413,2019-10-30,477
1,[민방위훈련] 재난대응 지진 대피 훈련 공지,2386,2019-10-30,25
1,[캠퍼스타운팀] 서포터즈 2명 모집마감(한국영화 100년중구영화제 행사보조),1844,2019-10-29,34
1,불교인문학특강: 석굴암의 긴 여정 - 간다라에서 경주까지,1750,2019-10-29,92
1,"[인권센터] 학생 대상 인권교육(성매매,가정폭력예방) 안내",1590,2019-10-29,462
1,[카운슬링센터] 유피어스 멘티 모집(3차 추가 모집),1512,2019-10-28,9
1,'수행으로 행복을' 밍규르 린포체 초청법회 안내(11.6),1830,2019-10-28,25
1,[정각원] 금주 목요법회 안내_걷기명상(10.31/오후3:20~),1399,2019-10-28,168
1,현직자가 들려주는 직무역량 특강,452,2019-10-28,105
1,[참사람봉사단] 2019 동계 해외봉사단 면접 1차 대상자 안내,1690,2019-10-28,230
1,[정보처] 구글 G Suite for Education 구축에 따른 사용 안내,9540,2019-10-28,25
1,[참사람봉사단] 2019 동계 라오스 파견 해외봉사 단원 2차모집 안내,1572,2019-10-28,230
1,2020 KIOST 온라인기자단 모집 안내,1456,2019-10-28,296
1,[취업센터] ★CEO 특강★ 성공적인 기업이 바라는 미래인재,1631,2019-10-28,360
1,[참사람봉사단] 2019년 한국장학재단 동계 재능봉사 캠프 멘토(팀) 모집,1535,2019-10-28,2
1,[창업원] 「d. 실전창업전투강좌」 캠프 참가자 모집,2136,2019-10-26,438
1,[역량개발센터] 발표력 향상을 위한 PPT 특강,2101,2019-10-25,124
1,[역량개발센터] 하루만에 완성하는 '나만의 1page 포트폴리오' 만들기 특강,1879,2019-10-25,124
1,지역아동센터 멘토 선발 안내,1475,2019-10-25,25
1,불교인문학특강: 석굴암의 긴 여정: 간다라에서 경주까지,1750,2019-10-24,92
1,서울 캠퍼스타운 페스티벌 행사홍보(10.31~11.01),1918,2019-10-24,34
1,삼성드림클래스 주중.주말교실 우수사례 공모전,1385,2019-10-24,375
1,인권현장 탐방 71초 UCC경진대회 포스터,1248,2019-10-24,348
1,[참사람봉사단] 11월 7일 선정고등학교 전공탐색 멘토링 봉사자 모집,1358,2019-10-24,312
1,[참사람봉사단] 2019 사랑의 연탄나눔 성금모금 및 전달 봉사자 모집,1358,2019-10-24,212
1,[참사람봉사단] 2019 동계 라오스 파견 해외봉사 단원 모집 안내,1495,2019-10-24,230
1,[캠퍼스타운팀] 2019 충무로 영화축전,1862,2019-10-23,34
1,[역량개발센터] 진로 설계를 위한 재직자 멘토링 신청 안내,3280,2019-10-23,124
1,[행정인턴 모집] 영상문화콘텐츠연구원,1534,2019-10-23,185
1,[교수학습개발센터] 2019 K-MOOC 학습자 모니터링단 모집 공고,2707,2019-10-23,170
1,[일본학연구소・중앙도서관] 시민인문강좌  개최안내,1428,2019-10-22,306
1,사랑의 열매와 함께하는 토닥토닥 토크콘서트 안내,1707,2019-10-22,490
1,[캠퍼스타운팀] 2019 융합콘텐츠 콘테스트 작품모집(~11/3),3737,2019-10-22,34
1,2019 성남시 빅데이터센터 오픈 이노베이션 챌린지,1415,2019-10-22,487
1,제5회 고양시 도시 아이디어 공모전,1477,2019-10-22,7
1,2019년 진로교육 공감콘텐츠 공모전 세상에 네 꿈을 펼쳐봐 공모전,1336,2019-10-22,477
1,충북 ICT 융합 공모전 안내,1468,2019-10-22,7
1,[캠퍼스타운팀] 서포터즈 모집(한국영화 100년중구영화제 행사보조),2043,2019-10-21,34
1,[미래융합교육원] 단기완성 토익스피킹 레벨6+ 수강생 모집,2104,2019-10-21,201
1,"학사제도, 융합전공, 입학 및 전공선택제도 개선을 위한 설문조사",2734,2019-10-21,374
1,[카운슬링센터] 유피어스 멘티 모집 (3차 추가모집),1828,2019-10-21,9
1,[중앙도서관]도서관과 함께하는 위키백과 프로젝트: 위키백과 에디터톤 교육,1958,2019-10-21,306
1,2019 초기창업 패키지 창업동아리 네트워킹 워크숍 참가자 모집 안내,1356,2019-10-21,377
1,제4회 서울브랜드 포럼 안내,1376,2019-10-21,51
1,"[정각원] 영어불교강좌 안내(10.22, 메이슨교수 '원효와 의상'",1784,2019-10-18,25
1,문화체육관광부 대학생기자단 울림 15기,1530,2019-10-18,296
