id,Cid,title,hits,time
1,1,(예비군연대) 2023년 6월 각 군 현역병  모집계획 안내,조회 116,2023.05.26.
2,1,2023 세계스카우트잼버리 영외과정활동 「사찰문화체험」 통역 자원봉사자 모집,조회 99,2023.05.26.
3,1,「대학생 테마별 톡톡 멘토링」 참여 동아리 추가모집,조회 180,2023.05.25.
4,1,「2023년 국가간 청소년교류」 및 「글로벌 청소년 서밋」청소년 참가자 모집,조회 174,2023.05.25.
5,1,2023-1 실험실습 교과목 만족도 조사 안내 (드림패스 마일리지 지급),조회 125,2023.05.25.
6,1,[강남열린대학] 인문학특강 개최 홍보,조회 125,2023.05.24.
7,1,더 안전한 경기도 영상콘텐츠 공모,조회 58,2023.05.24.
8,1,[참사람사회공헌센터] 한국장학재단 제27기 하계 대학생 재능봉사캠프 모집 안내,조회 299,2023.05.24.
9,1,[장애학생지원센터]장애인식개선교육 수강 안내,조회 185,2023.05.23.
10,1,[모두의 연구소] 2023년 AI학교 아이펠 5기 입학생 모집(~6/9),조회 250,2023.05.23.
11,1,2023년 여름방학 대학생 교육기부 프로그램 쏙쏙캠프 참여 동아리 모집,조회 425,2023.05.22.
12,1,[교수학습혁신센터] 2023-2 혁신교수법 적용 교과목 모집 공고,조회 204,2023.05.22.
13,1,[참사람사회공헌센터] 2023 여름학기 사회봉사교과목 수강신청 안내,조회 428,2023.05.19.
14,1,동국대학교 장학 홍보대사 단체명 공모전,조회 1072,2023.05.18.
15,1,[외교부] 2024-25년 대한민국 유엔 안보리 진출 제2대 청년사절 접수,조회 548,2023.05.18.
16,1,2023 어디서든 예술치유 힐링 씨어터,조회 238,2023.05.18.
17,1,장수군 대표상징물(CI) 디자인 공모전,조회 131,2023.05.18.
18,1,올담 데이터 활용 시각화 경진대회,조회 163,2023.05.18.
19,1,그린캠퍼스(게시물 관리) 시행 안내,조회 243,2023.05.18.
20,1,[5대 핵심역량 함양 프로그램] 이제호 인권 변호사와 함께하는 문화의 다양성과 존중,조회 198,2023.05.18.
21,1,2023 날씨 빅데이터 콘테스트,조회 306,2023.05.17.
22,1,기록을 바라보는 여섯 개의 시선,조회 268,2023.05.17.
23,1,제3회 해양경찰 데이터 활용 아이디어 공모전,조회 110,2023.05.17.
24,1,2023년 청년인생설계학교 2기 참여자 모집,조회 141,2023.05.17.
25,1,2023 사이버공격방어대회 참가 안내,조회 118,2023.05.17.
26,1,웹툰 창작자 발굴 및 육성을 위한 제2회 모든 웹툰 공모전,조회 70,2023.05.17.
27,1,2023년 산림공공 빅데이터 창업경진대회,조회 84,2023.05.17.
28,1,제12회 중남미 논문공모전 홍보,조회 50,2023.05.17.
29,1,2023년 「경기도 청년 노동자 통장」 참여자 모집 안내,조회 106,2023.05.17.
30,1,[5대 핵심역량 함양 프로그램] 오세훈 서울시장의 동국대 특강,조회 996,2023.05.16.
31,1,금융감독원 제 11기 대학생 금융교육 봉사단 모집,조회 505,2023.05.16.
32,1,마약류 이용 성범죄 근절 홍보 콘텐츠 공모전,조회 268,2023.05.15.
33,1,2023년 사회정책 아이디어 공모전 개최,조회 274,2023.05.15.
34,1,써라운드 성동-누구나 누리는 기술+문화 홍보,조회 171,2023.05.15.
35,1,2023 미지맵 콘텐츠 크리에이터 모집,조회 168,2023.05.15.
36,1,2023년 통계데이터 활용대회 안내,조회 284,2023.05.15.
37,1,2023 전국 대학생 “남북교류협력 창업 아이디어 경진대회” 참가 안내,조회 122,2023.05.15.
38,1,[T-Table] COSMAX 현직자 강연에 참여해보자 !!,조회 307,2023.05.15.
39,1,"[창업교육센터] 스마트스토어 창업실전 프로그램 '나도 N잡러' 수강생 모집 (~6/9, 선착순)",조회 340,2023.05.15.
40,1,"[교수학습혁신센터] 2023-1학기 교육매체 워크숍 신청 안내(ChatGPT의 교육적 활용 방안, 저작권)",조회 227,2023.05.15.
41,1,BMC 천원의 아침밥 개시 및 서울캠퍼스 식수 인원 변경 안내,조회 713,2023.05.12.
42,1,[정각원] 불기 2567년 하안거 결계신청 및 포살법회 시행 안내,조회 311,2023.05.11.
43,1,(접수 조기마감) 5. 25. 또는 31.  예비군 훈련일 변경 희망자 추가 접수,조회 473,2023.05.11.
44,1,서울시립영등포장애인복지관 전체이용자나들이 자원봉사자 모집,조회 201,2023.05.11.
45,1,2023년 국립청소년인터넷드림마을 10기 멘토 모집,조회 294,2023.05.11.
46,1,동국대 알리미 5기 모집,조회 495,2023.05.10.
47,1,합장Day 선포 및 안내 (매달 11일),조회 523,2023.05.10.
48,1,여성특화 액셀러레이팅 프로그램 참가기업 모집 안내 (~5/12),조회 250,2023.05.10.
49,1,"Microsoft 현직자, 학교에 특강하러 직접 방문한다고?",조회 675,2023.05.10.
50,1,(예비군연대) 제414차 민방위의 날 훈련 변경 지침 안내 (대학 제외),조회 191,2023.05.10.
51,1,[참사람사회공헌센터] 2023 여름학기 사회봉사교과목 수강신청 안내,조회 285,2023.05.10.
52,1,[5대 핵심역량 함양 프로그램] 파워포인트 활용 및 SNS 콘텐츠 제작 특강,조회 273,2023.05.10.
53,1,"[날짜변경]일반대학원 학·석사연계과정 진학 설명회 안내(5/30, 17시)",조회 437,2023.05.09.
54,1,2023-후기 각 대학원 전형 일정 안내,조회 60555,2023.05.09.
55,1,[동국대학교 캠퍼스타운] 디지털영상 융복합콘텐츠 전문가 양성(VFX) - 신청자 모집 ~ 23. 06. 09.(금),조회 269,2023.05.09.
56,1,강서구 꿈드림 검정고시 대비반 학습멘토 모집 안내,조회 317,2023.05.09.
57,1,[참사람사회공헌센터] 2023 전공연계 및 동아리(소모임) 봉사프로그램 공모전 안내,조회 317,2023.05.09.
58,1,동국대학교 슬로건 공모전 결과 안내,조회 2247,2023.05.04.
59,1,국제학생증 ISIC 발급비 지원행사 안내(국제학생증 무료 발급),조회 938,2023.05.04.
60,1,서울시설공단 시민경영참여단 모집공고,조회 304,2023.05.03.
61,1,유네스코 국제무예센터 2023 제 6기 국제 청소년 무예캠프 진행요원 모집,조회 345,2023.05.03.
62,1,[5대 핵심역량 함양 프로그램] 나를 브랜딩 하는 법: 쿠팡 브랜드 디렉터가 들려주는 커리어 디자인,조회 472,2023.05.03.
63,1,LINC3.0 만족도조사 참여하고 모바일 상품권 받자! (~5/10),조회 379,2023.05.02.
64,1,[LINC3.0] 산학공동 기술개발과제 모집공고 (~5/15까지),조회 337,2023.05.02.
65,1,포스코인터내셔널 1:1 학습멘토링 대학생 봉사단 및 홍보단원 모집,조회 380,2023.05.02.
66,1,[학생역량개발팀] 23년 1학기 1:1 진로상담,조회 591,2023.05.02.
67,1,[입학실] 2023년 재학생 모교방문단 모집,조회 5361,2023.05.01.
68,1,"기획자, 자원봉사자, 시각장애인 모두 하나가 되는 삼인사각 프로그램 참여자 모집",조회 445,2023.04.28.
69,1,동국대학교 개교 117주년 기념 카카오톡 이모티콘 '아코' 배포 안내,조회 2549,2023.04.28.
70,1,[창업교육센터] '선배창업가 특강_대기업 첫 번째 퇴사와 두 번째 퇴사는 뭐가 달랐을까?' 비교과 특강 모집(~5/4(목)),조회 405,2023.04.28.
71,1,애플 디벨로퍼 아카데미(Apple Developer Academy) 3기 교육생 모집 공고,조회 810,2023.04.27.
72,1,제63주년 4·19혁명기념 추모식 및 제51회 동국인 등산대회 단체상 선정 결과 안내,조회 723,2023.04.26.
73,1,동국대 천원의 아침밥 시행! 아코야 아침먹자!,조회 2566,2023.04.26.
74,1,제 21회 서울국제걷기대회 행사 진행 자원봉사자 모집,조회 550,2023.04.26.
75,1,동국대학교 창업기술원 직원 공개모집(5/9(화) 15:00까지),조회 257,2023.04.26.
76,1,2023년 서울형 청년인턴 직무캠프 참여자 모집(~5/15),조회 1074,2023.04.24.
77,1,[참사람사회공헌센터] 2023 전공연계 및 동아리(소모임) 봉사프로그램 공모전 안내,조회 540,2023.04.24.
78,1,의정부시청소년수련관 청소년 팝업스토어 기획단 모집,조회 228,2023.04.24.
79,1,제로서울 청년 프렌즈 2기 참가자 모집,조회 475,2023.04.24.
80,1,2023년 1인가구 홍당무 마켓 셀러모집,조회 327,2023.04.24.
81,1,2024 강원 동계청소년올림픽대회 자원봉사자 모집,조회 328,2023.04.24.
82,1,2004년생 청년 대학생 대상 서울청년문화패스 안내,조회 710,2023.04.21.
83,1,(예비군연대) 2023년 5월 각 군 현역병  모집계획 안내,조회 400,2023.04.21.
84,1,[LINC 3.0] 2023 산학공동 기술개발과제 수요조사 공고(~5/1까지),조회 319,2023.04.20.
85,1,[5대 핵심역량 함양 프로그램] 나는 마트로 간다! : 30대 대기업 퇴직자의 로컬마트 창업기,조회 605,2023.04.19.
86,1,건학위원회 출범 2주년 기념식 안내,조회 1339,2023.04.18.
87,1,"동국대학교 다르마교양교육연구소 ""사회문제와 미래의 민주주의 "" 5차 특강 안내!",조회 420,2023.04.17.
88,1,[참사람사회공헌센터] 제 21회 서울국제걷기대회 행사진행 자원봉사자 모집,조회 616,2023.04.17.
89,1,[창업교육센터] '실전 창업에 필요한 우리들의 자세' 비교과 특강 모집(~4/20(목)),조회 392,2023.04.14.
90,1,[창업진흥센터] 동국대학교 창업기술원(창업진흥센터) 직원 공개모집(~4/20 15시까지),조회 458,2023.04.13.
91,1,[佛타는 동국人] 끼쟁이 동국인들의 참여를 기다립니다~!,조회 1637,2023.04.12.
92,1,[학생역량개발팀] '발표의 신으로 만들어드립니다!' 특강,조회 846,2023.04.11.
93,1,2023 국제공동수업 원격수업도우미 봉사자 모집 공고,조회 565,2023.04.11.
94,1,[정각원] 봉축 수계법회 안내(5.10/16시~),조회 380,2023.04.11.
95,1,[참사람사회공헌센터] 동국대학교 사랑의 헌혈버스 운영 안내,조회 452,2023.04.11.
96,1,제63주년 4.19혁명기념 추모식 및 제51회 동국인 등산대회,조회 2547,2023.04.10.
97,1,[참사람사회공헌센터] 2023 봄학기 사회봉사교과목 평가회 안내,조회 305,2023.04.10.
98,1,"[창업교육센터] '누구나! 동국 캠퍼스 CEO’ 비교과 특강 모집(~4/20(목), 선착순)",조회 452,2023.04.10.
99,1,[참사람사회공헌센터] 제 14회 생명나눔 걷기명상행사 참여 학생 모집,조회 520,2023.04.07.
100,1,[정각원] 불기 2567(2023)년 부처님오신날 재학생 소원등표 달기 안내,조회 697,2023.04.07.
101,1,"[고시반] 5급(공채)행정, 입법고시 1차 합격자 조사 안내",조회 449,2023.04.07.
102,1,「2023년 국가간 청소년교류」 청소년 참가자 및 통역 모집,조회 334,2023.04.07.
103,1,[경영대학] 교내 근로장학생 모집 안내,조회 598,2023.04.06.
104,1,2023년 1학기 캡스톤디자인 설명회 및 과제신청(지원금 사용) 안내[양식포함],조회 756,2023.04.06.
105,1,2022년 제16회 자랑스러운 동국가족상 접수 안내,조회 757,2023.04.04.
106,1,2023년 서울캠퍼스 난방운영 중지 안내,조회 819,2023.04.04.
107,1,(예비군연대) 2023년 학생 예비군 교육훈련 안내,조회 1789,2023.04.03.
108,1,기업 및 공공기관이 함께하는 청년 ESG 기획봉사 참여자 모집,조회 566,2023.04.03.
109,1,[교수학습혁신센터] 학습역량진단 서비스 이용 안내 (참여 마일리지 지급),조회 416,2023.04.03.
110,1,양천구 자원봉사센터 대학생 서포터즈 모집,조회 272,2023.04.03.
111,1,2023학년도 1학기 신규 학생증 발급 재개 안내(2023.04.03~2023.06.14),조회 707,2023.03.31.
112,1,"2023 옥수종합사회복지관 25주년 개관기념 행사 「함께 이어(25) 봄, 함께 걸어 봄」 대학생 자원봉사자 모집",조회 352,2023.03.31.
113,1,[법과대학 고시반] 2023-1학기 공인노무사 실무자 및 합격자 설명회,조회 591,2023.03.29.
114,1,"2023년 국립청소년인터넷드림마을 7,8기 멘토 모집",조회 419,2023.03.29.
115,1,(예비군연대) 2023년 4월 각 군 현역병  모집계획 안내,조회 471,2023.03.29.
116,1,[정각원] 불기2567(2023) 부처님오신날 봉축 연등 접수 안내,조회 676,2023.03.29.
117,1,홍보대사 동감18기 합격자 발표,조회 1012,2023.03.24.
118,1,DGU-WIFI 무선네트워크 개선 계획 안내(2023-3월),조회 3182,2023.03.24.
119,1,장충고등학교 학습지원튜터 선발안내,조회 760,2023.03.24.
120,1,[창업교육센터] 2023 창업동아리 1차 최종 선발 결과 안내,조회 517,2023.03.23.
121,1,1·3세대 통합프로그램 '동화' 참여 자원봉사자 모집,조회 498,2023.03.23.
122,1,[역량개발센터] 제17기 동국 108리더스 합격자 발표,조회 1094,2023.03.21.
123,1,동국대학교 슬로건 공모전 안내 (접수마감),조회 3572,2023.03.21.
124,1,[에릭슨엘지] Girls in ICT 2023 해커톤 공모전 개최,조회 663,2023.03.21.
125,1,[K학술확산연구소] 2023년 K-MOOC 한국불교 강좌 수강생 모집,조회 373,2023.03.21.
126,1,2023년 1학기 대학생 교육기부 '함성소리' 동아리 모집 안내,조회 961,2023.03.17.
127,1,2023년 상반기 동대문구 학습멘토링 대학생 멘토 모집,조회 865,2023.03.17.
128,1,[창업교육센터] 싱가포르 “리콴유 글로벌 창업경진대회” 참여팀 모집(~3/21(화)까지),조회 889,2023.03.16.
129,1,[교수학습개발센터] U&I 학습 유형 검사 지원,조회 1046,2023.03.16.
130,1,인천광역시 Trend 2023 창업세미나,조회 267,2023.03.16.
131,1,[역량개발센터] 제17기 동국 108리더스 면접대상자 및 면접시간 안내(3월 17일 대상),조회 1005,2023.03.15.
132,1,[입학처] 학생부전형알리미 Dreamer 12기 모집 안내[추가],조회 688,2023.03.15.
133,1,[역량개발센터] 제17기 동국 108리더스 면접대상자 및 면접시간 안내(3월 16일 대상),조회 1372,2023.03.14.
134,1,[동국대학교캠퍼스타운] HAI STARTUP TOWN 입주경진대회(~4/5),조회 643,2023.03.14.
135,1,2023-1 중학생 학습 멘토링 사업 참여 학생 모집,조회 488,2023.03.14.
136,1,한국핀테크지원센터 핀테크 큐브 5기 입주기업 및 핀테크 창업 지원 사업 참여기업 모집 안내,조회 157,2023.03.13.
137,1,Wfk 청년중기봉사단(KOICA 그린봉사단) 사후관리프로그램 그린해커톤 참여 학생 모집,조회 354,2023.03.13.
138,1,산불특별대책기간(2023. 03. 06 ~ 4. 30) 설정 / 운영 알림,조회 247,2023.03.13.
139,1,서초교육복지센터 담담 멘토링 참여 멘토학생 모집,조회 318,2023.03.13.
140,1,2023학년도 1학기 학생증 신규발급 일시 중단 안내(3/10 ~ 4/2),조회 869,2023.03.10.
141,1,다르마교양교육연구소  ‘사회문제와 미래의 민주주의’ 특강 안내  - 주제: '헌법 제1조 제1항 - 대한민국은 민주공화국이다.',조회 428,2023.03.09.
142,1,[재공지][법과대학 고시반]  2023-1학기 고시반(예비법조인반) 추가 입반 공고,조회 455,2023.03.09.
143,1,[국제청년센터] 전국농촌체험휴양마을 서포터즈 모집,조회 390,2023.03.09.
144,1,[참사람사회공헌센터] 철원교육지원청과 함께하는 1:1 비대면 학습멘토링 참여학생 모집,조회 426,2023.03.09.
145,1,[국제청년센터] 2023 봄 농활 참가자 모집,조회 658,2023.03.09.
146,1,2023년 시청 시민청 기획공연 공모사업 바스락콘서트 안내,조회 219,2023.03.09.
147,1,2023 코다가족지원사업 코다아동 멘토링 봉사자 모집,조회 310,2023.03.08.
148,1,2023 창업동아리 1차 모집 공고(~3.15(수)까지),조회 1103,2023.03.07.
149,1,[역량개발센터] 23년 [GROW코칭] 참여자 모집,조회 590,2023.03.07.
150,1,[역량개발센터]_23년 [신입생 '인사이드 아웃'] 프로그램,조회 617,2023.03.06.
151,1,2023년 청소년서포터즈 Y.E.S. 모집 안내,조회 450,2023.03.06.
152,1,대학생 서포터즈 놀터지기 모집 안내,조회 540,2023.03.06.
153,1,[참사람사회공헌센터] 봉사 동아리 '참사람 봉사단' 19기 모집 안내,조회 751,2023.03.06.
154,1,[공공상생연대기금] 대학 동아리 지원사업 홍보,조회 652,2023.03.03.
155,1,2023 상반기 씨드스쿨 교육봉사자 추가모집,조회 506,2023.03.03.
156,1,2023 청년 자원봉사 프로그램 기획단 모집 안내,조회 618,2023.03.02.
157,1,2023 상반기 서울동행 멘토링 봉사활동 멘토 모집,조회 630,2023.03.02.
158,1,LG유플러스 멘토와 함께하는 『프로보노(산업체연계형) ICT멘토링』참여학생 모집 (~3/10),조회 999,2023.03.02.
159,1,"[전통사찰음식연구소] 2023년도 봄학기 ""사찰음식 조리강좌"" 모집 안내",조회 484,2023.03.02.
160,1,[참사람사회공헌센터] 2023 봄학기 중구멘토링 온라인 공부방 모집 안내,조회 765,2023.02.28.
161,1,[AI소프트웨어융합학부] 2023학년도 1학기 임상수 교수님 조교 모집 공고(~3/2),조회 815,2023.02.28.
162,1,2023년 1학기 서울캠퍼스↔BMC 셔틀버스 운행 안내,조회 1592,2023.02.27.
163,1,[국가근로학생 모집] 2023학년도 1학기 장애학생 교육활동 지원 수업도우미 모집(학부생),조회 833,2023.02.24.
164,1,2023 서울국제불교박람회 안내,조회 422,2023.02.24.
165,1,[참사람사회공헌센터] 2023 봄학기 사회봉사교과목 신입생 수강신청 안내,조회 555,2023.02.23.
166,1,[학부] 2023 신편입생 학번 조회 및 로그인 방법 안내,조회 842,2023.02.23.
167,1,[경영학과] 최경규 교수님 조교 모집(마감),조회 496,2023.02.21.
168,1,2023학년도 1학기 재학생 운동장 대관 신청 안내,조회 1031,2023.02.21.
169,1,2023년도  R O T C 학군사관후보생 모집,조회 807,2023.02.21.
170,1,[평가감사실] 학생모니터링단 동화 16기 모집 안내,조회 1178,2023.02.21.
171,1,[대학미디어센터] 2023학년도 1학기 동국포스트(영자신문사) 57기 수습기자 모집(우수활동자 해외취재기회 부여),조회 1211,2023.02.20.
172,1,[행정학과] 주창범 교수님 조교 모집(~2/22),조회 407,2023.02.20.
173,1,[국가근로학생 모집] 2023학년도 1학기 장애학생 교육활동 지원 수업도우미 모집(학부생),조회 1284,2023.02.17.
174,1,[대학미디어센터] 동국대학교 교육방송국 DUBS에서 65기 수습국원을 모집합니다.,조회 880,2023.02.16.
175,1,[모집마감] 인공지능 현직자 특강 듣자,조회 956,2023.02.15.
176,1,2023학년도 신입생 오리엔테이션 안내,조회 11174,2023.02.14.
177,1,[교수학습개발센터] AI 토익 학습 프로그램 우수 참여자 선정 발표 및 시상 안내,조회 685,2023.02.13.
178,1,[창업교육센터] 2023 스타트업 캠퍼스 동국! 스타톤 경진대회 참가자 모집,조회 1041,2023.02.10.
179,1,크크동( Creator Crew of Dongguk) 2기 모집,조회 1339,2023.02.10.
180,1,"모두의연구소가 만든 AI 학교, ""아이펠"" 입학생 모집(등록금 무료)",조회 647,2023.02.10.
181,1,[참사람사회공헌센터] 2023 봄학기 사회봉사교과목 수강신청 안내,조회 584,2023.02.10.
182,1,[교수학습개발센터] 글로벌 역량 강화 워크숍,조회 556,2023.02.09.
183,1,[경영정보학과] 정덕훈 교수님 조교 모집(마감),조회 455,2023.02.09.
184,1,[경영학과] 이상현 교수님 조교 모집,조회 501,2023.02.08.
185,1,[경영정보학과] 권소연 교수님 조교 모집(마감),조회 406,2023.02.08.
186,1,[회계학과] 남혜정 교수님 조교 모집(마감),조회 392,2023.02.08.
187,1,[회계학과] 정선문 교수님 조교 모집(마감),조회 337,2023.02.08.
188,1,[교수학습개발센터] 학습 콘텐츠 공모전 최종 결과 발표,조회 812,2023.02.08.
189,1,[경영전문대학원] 중국어 가능 조교 모집 （마감）,조회 439,2023.02.07.
190,1,2023학년도 1학기 학부 및 대학원 신(편)입생 학생증 발급 안내,조회 6547,2023.02.07.
191,1,[대학미디어센터] 동대신문사 2023학년도 1학기 신입기자 모집,조회 459,2023.02.06.
192,1,2023년 상반기 서울런 멘토단 참여 대학생 추천 안내,조회 1290,2023.02.03.
193,1,[행정학과] 주창범 교수님 조교 모집(~2/10),조회 563,2023.02.03.
194,1,[사범대학 가정교육과] 신혜원 교수님 조교 모집,조회 546,2023.02.03.
195,1,"다쏘시스템코리아 본사 방문하고, 현직자 특강 듣자(마일리지 10점 지급)",조회 512,2023.02.03.
196,1,[행정학과] 배광빈 교수님 조교 모집(~2/10),조회 329,2023.02.03.
197,1,[과학영재교육원] 단기 수업조교 모집(모집 마감),조회 616,2023.02.03.
198,1,[교수학습개발센터] GROW 프로그램 우수 참여자 선정 발표 및 시상 안내,조회 382,2023.02.02.
199,1,[경영학과] 이영면 교수님 조교 모집,조회 319,2023.02.02.
200,1,[연구등록(B)] 2023학년도 1학기 연구등록(B) 등록 안내,조회 497,2023.02.02.
201,1,[경영학과] 김대룡 교수님 조교 모집 (~2/6),조회 467,2023.02.01.
202,1,[경영학과] 카린맥도날드 교수님 조교 모집,조회 408,2023.02.01.
203,1,[경영학과] 강경훈 교수님 조교 모집,조회 374,2023.02.01.
204,1,[교수학습개발센터] BEST 프로그램 우수 참여자 선정 발표 및 시상 안내,조회 727,2023.01.31.
205,1,[대학미디어센터] 2023학년도 1학기 대학원신문사 신임 편집위원 모집 (장학혜택 안내),조회 615,2023.01.30.
206,1,[참사람사회공헌센터] 2023 봄학기 사회봉사교과목 수강신청 안내(수정),조회 780,2023.01.25.
207,1,[경영정보학과] 남기환 교수님 조교 모집,조회 876,2023.01.20.
208,1,2022년 연말정산 관련 종(전)근무지 근로소득 원천징수영수증 발급 안내,조회 6503,2023.01.20.
209,1,[역량개발센터] 2022 마일리지 경진대회 수상 결과 발표,조회 1288,2023.01.17.
210,1,[한국통신학회] ICT 융합 아이디어 경진대회 참가 학생 모집 연장(~ 1/19(목) 24시),조회 865,2023.01.16.
211,1,[미래융합교육원] 대한유도회 유도단증 자격과정 모집 안내,조회 512,2023.01.13.
212,1,[창업교육센터] 2023 청년 창업지원사업 집중 공략 교육(~1/17(목)),조회 476,2023.01.12.
213,1,2022학년도 행정부서 동계방학 셧다운 및 집중휴가 안내,조회 1526,2023.01.12.
214,1,[미래융합교육원] 사회조사분석사2급 통합과정 방학특강 안내,조회 463,2023.01.11.
215,1,[법과대학 고시반] 2023학년도 법학전문대학원 합격자 조사 안내,조회 593,2023.01.10.
216,1,"[법과대학 고시반] 2023-1학기 고시반(법학전문대학원반, 공인노무사반, 법원행정고등고시반) 입반시험 공고",조회 842,2023.01.09.
217,1,2022 동국대 학습 콘텐츠 공모전,조회 1302,2023.01.06.
218,1,(예비군연대) 2023-1학기 학생 예비군 편성(전입) 안내,조회 1361,2023.01.06.
219,1,[협력학습 동국 튜터링] 우수활동 튜티 선정 발표 및 시상 안내,조회 679,2023.01.05.
220,1,2023-1학기 학부 외국인입학전형(2차) 안내(23-1 2nd Admissions),조회 301,2023.01.05.
221,1,2023학년도 신입생 입학 전 교육프로그램 신청 안내,조회 1043,2023.01.05.
222,1,[참사람사회공헌센터] 2022년 겨울학기 사회봉사교과목 평가회 안내,조회 376,2023.01.05.
223,1,2023-전기 각 대학원 원서접수 안내,조회 3238,2023.01.05.
224,1,2023-전기 각 대학원 합격자 발표 안내,조회 792,2023.01.05.
225,1,신입생 입학 전 사전교육 신청 안내,조회 775,2023.01.05.
226,1,[공인회계사반] 2023-1학기 공인회계사반 입반시험 공고,조회 471,2023.01.05.
227,1,[참사람사회공헌센터]2022 동계방학 학점봉사캠프 미동 21기 모집 재연장,조회 522,2022.12.09.
228,1,"[카운슬링센터] 온라인 심리검사 프로그램 참여 안내 : '나의 대학생활과 학습습관, 어떨까?'",조회 268,2022.12.09.
229,1,"[DUICA]2022-겨울방학 컴활, 포토샵, 일러, 파이썬 특강 안내",조회 598,2022.12.09.
230,1,"[카운슬링센터] 정신건강특강 '3장: 연인관계, 가족과의 친밀한 관계 비결' 안내",조회 343,2022.12.07.
231,1,[법과대학 고시반] 2024학년 법학적성시험대비 로스쿨 입시가이드 및 로드맵 특강 안내,조회 409,2022.12.07.
232,1,[취업버프아이템] 마이크로디그리 교육과정 이수자 모집,조회 516,2022.12.07.
233,1,[카운슬링센터] 힐링 글귀 공모전 수상자 발표,조회 422,2022.12.06.
234,1,2022 신입생 나의 향상된 역량을 알아보자,조회 448,2022.12.06.
235,1,[참사람사회공헌센터] 2022 동계방학 학점봉사캠프 「미동 21기」 참가자 모집 (기간연장),조회 345,2022.12.06.
236,1,2022-2 동국 튜터링 프로그램 운영현황 설문조사,조회 247,2022.12.05.
237,1,2022-2 동국 튜터링 우수활동 튜티 선발 안내,조회 271,2022.12.05.
238,1,2022학년도 겨울방학 대운동장 대관신청 안내,조회 339,2022.12.05.
239,1,[교수학습개발센터] 2023-1 혁신교수법 적용 교과목 개발 모집 공고,조회 158,2022.12.05.
240,1,전담특허사무소 모집 (재공고),조회 419,2022.12.02.
241,1,"온라인 심리검사 프로그램 참여 안내 : '나의 대학생활과 학습습관, 어떨까?'",조회 254,2022.12.02.
242,1,GCS연계전공 신청자 모집(~12/16),조회 335,2022.12.02.
243,1,"[창업교육센터] ""누구나! 동국캠퍼스CEO"" 창업교육특강 수강자 모집",조회 353,2022.12.02.
244,1,[교수학습개발센터] 2022학년도 혁신교수법 우수사례 공모전 실시,조회 446,2022.12.01.
245,1,「2022년 고교교육 기여대학 지원사업」 저소득층 생활지원 프로그램(기숙사비 지원) 신청 안내,조회 1690,2022.11.30.
246,1,[역량개발센터 특강] 4차 산업시대의 디지털 윤리의식,조회 293,2022.11.29.
247,1,2022학년도 드림패스 핵심역량 진단하고 마일리지 받자!(2탄),조회 1580,2022.11.28.
248,1,2023년 마일리지 경진대회 실시!,조회 888,2022.11.28.
249,1,[참사람사회공헌센터] 2022년 동계방학 학점봉사캠프 「미동 21기」 참가자 모집(기간연장),조회 712,2022.11.28.
250,1,"온라인 심리검사 프로그램 참여 안내 : '나의 대학생활과 학습습관, 어떨까?'",조회 305,2022.11.25.
251,1,[창업진흥센터-Makers Value up] XR 실감형 콘텐츠 제작 디지털 3D 드로잉 워크숍 교육 참가자 모집,조회 341,2022.11.25.
252,1,[창업보육센터] 신규 입주기업 모집 공고(2022년 6차),조회 290,2022.11.24.
253,1,[역량개발센터] 노코드! 코딩 없이도 누구나 시민개발자가 될 수 있다,조회 370,2022.11.24.
254,1,[공지] 교내 네트워크 스위치 작업 안내 : 2022.11.26 (토),조회 397,2022.11.22.
255,1,제 4기 국민외교아카데미 대학생 외교 연수 과정 선발 안내,조회 446,2022.11.22.
256,1,[참사람사회공헌센터] 한국장학재단 제26기 동계 대학생 재능봉사캠프 모집 안내,조회 826,2022.11.22.
257,1,[교수학습개발센터] 2023-1 혁신교수법 워크숍 시리즈 신청 안내,조회 258,2022.11.22.
258,1,"취업 버프 아이템 ""마이크로디그리"" 신청하세요",조회 400,2022.11.22.
259,1,2022 부천 메이커스페이스 드론 무료교육 안내,조회 240,2022.11.21.
260,1,[문과대 재학생 전용] 문과대학 재학생 취업활성화를 위한 설문조사 안내 및 참여 요청,조회 423,2022.11.18.
261,1,[교수학습개발센터] 2023-1 혁신교수법 적용 교과목 개발 모집 공고,조회 332,2022.11.18.
262,1,미래융합교육원 대한유도회 유도 단증 자격 과정 신청자 모집,조회 262,2022.11.17.
263,1,[교수학습개발센터] '교수자를 위한 발음발성법' 워크숍 안내,조회 306,2022.11.17.
264,1,[참사람사회공헌센터] 대한적십자사 사랑의 헌혈버스 운영 안내,조회 252,2022.11.17.
265,1,[디지털혁신공유대학강의] 2022 CO-WEEK ACADEMY 온라인 강의 수강신청 안내,조회 512,2022.11.16.
266,1,[참사람사회공헌센터] 한국장학재단 제26기 동계 대학생 재능봉사캠프 모집 안내,조회 671,2022.11.16.
267,1,[중앙도서관] 2022학년도 온라인 학술전자정보박람회 개최 안내,조회 2500,2022.11.15.
268,1,내일채움공제 숏폼 컨텐츠 공모전 안내,조회 2278,2022.11.15.
269,1,2022 주택금융 컨퍼런스 개최 안내,조회 1599,2022.11.15.
270,1,동국대 전담특허사무소  모집공고,조회 1812,2022.11.14.
